fiber ra dec sky row r "r group" Z t V sigma dV dsigma V_gas dV_gas sigma_gas dsigma_gas Hdelta Hgamma Hbeta [OIII]5007d [OI]6300d reddening
52 0.0 0.0 0 47 0.0 12 0.11075885439946677 9.55777576310296 -220.20399853547187 -390.63402148493464 2.249471679317058 3.493139108056628 -390.63402148493464 3.493139108056628 264.33989159973584 2.8448202988644575 0.2074175137018531 0.0 0.47639310433983434 0.0 0.0 0.15037220887708147
31 0.0 -5.63 0 27 5.63 4 -0.045578410403938244 10.74021228721288 -216.19863789282064 -245.78965578828806 1.7709637331209689 0.0 -245.78965578828806 0.0 259.22827677055653 0.0 0.0 0.0 0.0 0.0 0.0 0.15149934688621805
47 0.0 5.63 0 42 5.63 4 0.04158570606324864 10.39437027311082 -238.63587481346894 -305.4367322429824 2.1013999793370406 2079.074922554271 -305.4367322429824 2079.074922554271 299.3703402778475 499.05217784422126 0.26493794454129266 0.021110353053388674 0.17033795435433347 0.03887536790774552 0.0 0.1742615067399097
26 4.93 2.81 0 22 5.67459249638 4 0.10342486308735487 9.121911507611394 -210.98863607243737 -394.13206566842786 2.313200873168714 392.9057779778711 -394.13206566842786 392.9057779778711 917.6079411491478 372.2781187788814 0.0 0.011405585243429888 0.0396302082600597 0.0 0.46565894492406323 0.0013795547010969436
43 -4.93 2.81 0 38 5.67459249638 4 0.08531294350553396 10.059242851122937 -280.819079814155 -338.6419678035012 2.606825625048732 102.23304350566542 -338.6419678035012 102.23304350566542 835.9575034656245 109.05620405301877 0.02584056973684389 0.0 0.08380072130226067 0.0 14.676057584642503 0.11649188209122359
46 4.93 -2.81 0 41 5.67459249638 4 0.060086717729708895 9.995078044871136 -205.30148590837823 -1135.2345696794107 2.137938796188926 115.10326415591258 -1135.2345696794107 115.10326415591258 232.0951846379971 102.9697866212641 0.060196187397572654 0.0246248360861774 0.02180101115031183 0.0 55567943.330465205 0.050504166606570214
66 -4.93 -2.81 0 60 5.67459249638 4 0.07558598698146503 10.53390114623593 -282.66424874214 -633.4096516304136 2.035753303963662 128.49922548880937 -633.4096516304136 128.49922548880937 855.8895095848253 79.30957886653692 0.10437038846456811 0.0 0.1141626770489434 0.0 0.9633994091238717 0.036514737472366034
25 4.93 -8.44 0 21 9.77437977572 3 -0.04788790384535373 11.003926350079425 -246.8162844742658 -140.88338186601226 1.9989006937273635 98.61629642025464 -140.88338186601226 98.61629642025464 237.54862740418835 98.58684916920193 3.410219074763385 0.0 4.055238975916922 0.0 83717521456229.9 0.0689051351440367
41 4.93 8.44 0 36 9.77437977572 3 0.046452045153834984 10.553270865353369 -189.47576209669293 -655.9882613851015 1.5905775689852402 1.486419677681527 -655.9882613851015 1.486419677681527 71.76137890615479 3.2186831029299543 0.0 0.0 0.0 0.08002139064195316 9454295183947.885 0.0005422189239144149
51 -4.93 -8.44 0 46 9.77437977572 3 0.10323810203650001 9.247534341724146 -252.20082243547324 -2253.803045594667 1.8019858205492458 1009201494122.4982 -2253.803045594667 1009201494122.4982 8.218185642043743 0.0 0.0 0.04603883426141721 0.0013582780349062817 0.033638050179788534 0.0 0.044317600350133164
62 -4.93 8.44 0 56 9.77437977572 3 0.05640629367049792 10.338757550756915 -269.1586286514604 -311.91116408346295 2.1326077736363698 1.185920802633409 -311.91116408346295 1.185920802633409 289.78860888283685 1.9929953584273716 2.4691356104332445 0.13318556766392295 0.12563459904943705 0.0 24807332046790.406 0.02855268788775492
