fiber ra dec sky row r "r group" Z t V sigma dV dsigma V_gas dV_gas sigma_gas dsigma_gas Hdelta Hgamma Hbeta [OIII]5007d [OI]6300d reddening
52 0.0 0.0 0 47 0.0 12 0.04076233158969647 9.194902577103973 -58.11544587725786 -544.7261819963727 1.553685775778591 792.9051700860172 -544.7261819963727 792.9051700860172 267.5845425939848 267.5861349875633 0.019112062193602765 0.25932395045117856 0.5331862552772451 0.002981505601478533 0.2280391675378825 0.015249045708639213
31 0.0 -5.63 0 27 5.63 4 -0.013598212185394422 8.512133369224689 -37.19964490955307 -977.5089708243861 2.1159009735734715 146.03007977252895 -977.5089708243861 146.03007977252895 999.9985269160975 96.63711942360838 0.0 0.0 0.4461699602382273 0.0 0.3487285197832524 0.08762471722395912
47 0.0 5.63 0 42 5.63 4 -0.2730822829871628 3.965540207256197 -95.15805189006997 -820.3252529546282 263198878370.5298 3408.3620532932255 -820.3252529546282 3408.3620532932255 8.218185642043743 0.0 0.0022111198176509345 0.0 0.0976763570120558 0.01223899232289507 0.012510609644079419 0.49344582959094946
26 4.93 2.81 0 22 5.67459249638 4 0.01920889443581187 7.539436684142444 -84.49407802475898 1859.8006008993361 2.2873741710043016 604.672094447579 1859.8006008993361 604.672094447579 944.6030918910036 630.8214869434287 0.0 0.0 0.021077850602472914 0.0 1.3551579189923146 0.0
43 -4.93 2.81 0 38 5.67459249638 4 0.04329801746459348 8.410256569435845 -132.6819360136973 456.20747549369617 1.4886141652066356 75.78498105634071 456.20747549369617 75.78498105634071 1000.0 0.0 0.0 0.0 0.0 0.0 1.9023064040185718 0.22011354517676363
46 4.93 -2.81 0 41 5.67459249638 4 -0.4732797057499159 4.827894341075842 -54.549084424005464 -226.6752908563645 2.8790919159557187 35.53852912201337 -226.6752908563645 35.53852912201337 958.4485145714134 56.750325398880584 0.7013224474504345 0.45552341713048344 0.36402669638889684 0.0 0.010922770120387004 0.0
66 -4.93 -2.81 0 60 5.67459249638 4 -0.15523795447258035 7.701895590172241 -93.2485234137408 -75.7018069649229 575695562184.7511 24.306046105189097 -75.7018069649229 24.306046105189097 227.62765060778386 62.91971989966649 6.148700195082573 9.418045535037255 9.94681890054108 0.17870925749497915 30.28299687606414 0.4203080121120887
25 4.93 -8.44 0 21 9.77437977572 3 -0.15159898168921043 5.859416958854927 -85.6563181440418 -184.97468585496813 3.9376511677721187 169.7123958892289 -184.97468585496813 169.7123958892289 257.51418003325415 110.73073768206207 0.0 1.509893381084821 0.0 0.0 3.8720581643701992 0.0
41 4.93 8.44 0 36 9.77437977572 3 -0.22023088711920866 7.9558499569636485 -137.30337854913498 -2139.333827316288 2.1286293646253918 0.0 -2139.333827316288 0.0 996.238895315583 729.4134722474358 0.0 0.11617292552319985 0.0 0.0047860537837460335 0.016012972881164236 0.0022398967138963664
51 -4.93 -8.44 0 46 9.77437977572 3 0.07443692886238332 9.217931201135361 -30.8811309112736 -728.4687238533941 2.5885968708559455 94.22314219374722 -728.4687238533941 94.22314219374722 851.0261328429679 73.98522302498544 0.06985272311150172 0.20277039227242932 0.5037203680176787 0.0 0.09701052500498067 0.12969353219075158
